,day,china,confirm,death,die,health,hospit,infect,lockdown,mask,outbreak,pandem,patient,posit,record,report,spread,studi,test,vaccin,china_ks,confirm_ks,death_ks,die_ks,health_ks,hospit_ks,infect_ks,lockdown_ks,mask_ks,outbreak_ks,pandem_ks,patient_ks,posit_ks,record_ks,report_ks,spread_ks,studi_ks,test_ks,vaccin_ks
49,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008552712890789849,0.07484506594632022,0.21466532478745928,0.3795540018008987,0.8313752493953808,0.029397743524467224,0.0485018627398377,0.0,0.0,0.015731765453661062,0.031463530907322124,0.17006197362148906,0.5801578473435915,0.4563518547946686,0.4491127708036142,0.40198103713122413,0.3857337076470136,0.1567491215988963,-0.01983155887502708
50,51,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0.04459981990577422,0.061592245351965176,0.216222610660898,0.37217366739054736,1.015551671169009,0.06798382682701788,0.0936313717181585,0.0,0.0,0.031145717463843318,0.06229143492768662,0.19806840051555907,0.6413616540424272,0.5351484012218171,0.46490809894588997,0.4194219326588482,0.4315906562847154,0.12796934865905296,0.003248759644784993
51,52,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0.09098998887708154,0.046753888800376515,0.25738298285629924,0.37296466973857534,1.1409643872387851,0.09566890901752956,0.13949185161684174,0.0,0.0,0.03245228384290288,0.09350777760150053,0.22336635061892274,0.6961350354010487,0.6039302929187489,0.4768896657658059,0.4331973798043509,0.4696576442960305,0.1181983509012472,0.031463530907682724
52,53,0,0,1,1,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0.14282889277376445,0.03114571746367767,0.3148719035268321,0.3650299274327233,1.2521955612051627,0.13265886258142012,0.18319120009909276,0.0,0.0,0.0420820311812502,0.12318449070410642,0.2455108851102672,0.7336334904745899,0.6686194537137755,0.4705333968955258,0.4445680385607078,0.4978582905164455,0.12306089658713583,0.06229143492800283
53,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.16721224641182575,0.015731765453548933,0.3764358987949503,0.3944912336461055,1.3283436622689069,0.17435598636962324,0.222282253650393,0.0,0.0,0.057365326553512126,0.13538852693472947,0.2646503169303287,0.7815244451508065,0.7081660398677236,0.4703462400898326,0.4561293853835968,0.5153027173044205,0.12491833960173615,0.09350777760139696
54,55,0,0,0,0,9,0,0,0,0,0,0,2,0,1,1,0,2,0,0,0.2072214276889928,0.0016243798222812524,0.4818934618718469,0.4589014248636876,1.374719706198576,0.21675583099412246,0.2547627875769312,0.0,0.0,0.061627557957012476,0.15217967053348105,0.2815262107807843,0.8574924519306286,0.6979430407683935,0.4769214471099801,0.4718117131904833,0.5222875505405931,0.14486643007255928,0.12318449070408065
55,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2560340413513407,-0.00991577943752153,0.5718487914265078,0.5072443808817482,1.3865035224311058,0.25644719882766953,0.27907551600539904,0.0,0.0,0.07618694493016953,0.1706658191641619,0.2974733831237817,0.9427865176473612,0.659890177799014,0.492335399120341,0.4714833059654726,0.5202959196279995,0.17979059625339122,0.14969013189268046
56,57,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0.3077175697866084,-0.017479739392932903,0.6643748786129446,0.5404276356443782,1.3741405794782509,0.29061214400451263,0.29410809188285114,0.0,0.0,0.0974098204355618,0.1883998093117265,0.28902307678670697,1.0199163091257493,0.6550700072391765,0.4693539558937978,0.4738951568752796,0.5119974574915709,0.2277627699209619,0.1716898847041337
57,58,0,0,2,1,3,1,1,0,0,1,2,0,2,2,1,2,2,0,0,0.35722937302464164,-0.01951021417096266,0.7510178858344556,0.5559298691666466,1.336740999699309,0.31702597242090746,0.2991931069792919,0.0,0.0,0.12210745625661687,0.20337941628254885,0.270847679078857,1.07385631301052,0.6710242421033075,0.4373218920489324,0.4338895068590052,0.4758514751836316,0.28804138637292764,0.18814555855689447
58,59,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0.4004166887367475,-0.014301604957866143,0.8254003566568819,0.5764041174494707,1.1794763140689817,0.3340572417319727,0.29410809188296483,0.0,0.0,0.14753606299770314,0.21404735420290244,0.2294613062128974,1.102992743259044,0.6979642283313403,0.3981672758086665,0.38259088581621015,0.4290516799965847,0.3610713844306215,0.19831558874902025
